protein,Fasta_headers,T0.1,T0.2,T0.3,T2.1,T2.2,T2.3,T4.1,T4.2,T4.3,T6.1,T6.2,T6.3,T8.1,T8.2,T8.3
jgi|Aurli1|114286|fgenesh1_pm.2_#_109,jgi|Aurli1|114286|fgenesh1_pm.2_#_109,35948.59011,17419.53258,33290.71228,32591,13398.38473,24316.54361,29833.93985,10896.25751,17920.14273,27273.07341,10772.63639,17445.80194,30207.92595,10861.61989,19034.74133
jgi|Aurli1|114309|fgenesh1_pm.2_#_132,jgi|Aurli1|114309|fgenesh1_pm.2_#_132,757649.4916,623112.0137,892757.6737,667550,535698.8602,737862.8913,666849.5843,521299.5018,760230.4069,701161.4673,559148.7358,771549.8803,710164.631,552764.1715,801073.7156
jgi|Aurli1|114333|fgenesh1_pm.2_#_156,jgi|Aurli1|114333|fgenesh1_pm.2_#_156,168165.9882,14658.21823,69038.39346,166380,14075.44912,69813.32427,203254.6477,23023.31525,97288.65183,201985.6295,22483.24634,91007.20877,197442.9883,24672.73555,95566.97214
jgi|Aurli1|114335|fgenesh1_pm.2_#_158,jgi|Aurli1|114335|fgenesh1_pm.2_#_158,771563.3122,1191931.563,1293723.498,674080,951309.9544,1082937.955,445977.3432,823476.9804,924645.6066,465469.3657,761104.2852,875676.7179,501733.5623,841574.6153,978712.0802
jgi|Aurli1|114364|fgenesh1_pm.2_#_187,jgi|Aurli1|114364|fgenesh1_pm.2_#_187,3708530.827,3468031.526,2767130.816,3994200,3788702.495,3016850.355,3446882.617,3398459.972,2677612.536,3687455.648,3591313.974,2861694.769,3621076.421,3593523.898,2855384.19
jgi|Aurli1|114447|fgenesh1_pm.2_#_270,jgi|Aurli1|114447|fgenesh1_pm.2_#_270,29633.706,128811.5323,142796.1133,41501,153073.7121,177952.5704,31943.60558,147460.4231,161073.1071,40986.58403,153811.5959,167567.1863,34522.9246,148278.4928,158148.0811
jgi|Aurli1|114494|fgenesh1_pm.2_#_317,jgi|Aurli1|114494|fgenesh1_pm.2_#_317,1023729.358,855577.8891,930916.9881,1119900,890167.1968,974497.7446,1135334.539,1005750.39,990474.7024,1024968.445,922427.7036,947701.2102,950062.9009,921160.6488,952671.2163
jgi|Aurli1|114497|fgenesh1_pm.2_#_320,jgi|Aurli1|114497|fgenesh1_pm.2_#_320,6560864.065,5106237.059,6188974.182,8281000,6306652.709,9095637.65,8650499.252,6419763.548,9130776.903,8688430.64,6555571.532,9802151.239,7664455.205,5958058.943,8247157.754
jgi|Aurli1|114559|fgenesh1_pm.2_#_382,jgi|Aurli1|114559|fgenesh1_pm.2_#_382,198852.5002,519504.3617,339276.2231,291730,646325.4646,462962.5413,309781.6533,712808.6255,487990.5242,340336.1133,739311.9658,547774.1923,334348.7959,739097.5508,573879.2871
jgi|Aurli1|114574|fgenesh1_pm.2_#_397,jgi|Aurli1|114574|fgenesh1_pm.2_#_397,625009.605,1053445.626,1181821.945,589220,962959.0097,1073874.157,593267.3816,984357.4612,1051915.192,633849.8044,953007.2485,1007754.938,627993.7496,941698.6677,1056131.177
jgi|Aurli1|114676|fgenesh1_pm.3_#_29,jgi|Aurli1|114676|fgenesh1_pm.3_#_29,203653.061,211324.1247,198625.2581,185530,214265.7466,193988.521,172841.8303,179644.0587,191568.2951,164764.6904,180655.3146,177915.195,171895.4566,186052.5671,186853.0015
jgi|Aurli1|114690|fgenesh1_pm.3_#_43,jgi|Aurli1|114690|fgenesh1_pm.3_#_43,2806571.793,2469588.07,2737717.957,2334900,2145022.756,2309525.491,2119136.514,1997552.968,2073897.837,2047404.854,1934193.874,1997871.225,2164739.914,2019039.282,2124902.206
jgi|Aurli1|114787|fgenesh1_pm.3_#_140,jgi|Aurli1|114787|fgenesh1_pm.3_#_140,65376.41839,71292.71013,150138.2706,81899,68901.89568,140198.365,83395.0959,78886.19019,141020.5518,88168.5554,75793.08414,144342.9622,71454.81217,72419.5141,143582.2657
jgi|Aurli1|114811|fgenesh1_pm.3_#_164,jgi|Aurli1|114811|fgenesh1_pm.3_#_164,400036.9801,353890.8685,645943.9796,361480,340316.0156,567172.9796,399657.4723,356705.8871,649356.2051,414707.0945,367135.3045,634427.006,437781.5641,394405.4913,688064.6697
jgi|Aurli1|114835|fgenesh1_pm.3_#_188,jgi|Aurli1|114835|fgenesh1_pm.3_#_188,444198.237,131995.8684,214194.17,437130,138192.0932,210012.8513,305297.5264,94581.24922,117682.1681,313557.2934,101078.2001,123494.0765,325219.7852,98352.03101,133156.694
jgi|Aurli1|114839|fgenesh1_pm.3_#_192,jgi|Aurli1|114839|fgenesh1_pm.3_#_192,270373.051,573161.8262,698997.7005,260940,479000.8776,575620.9043,305539.1281,372010.7843,544828.6033,275353.9241,374034.5319,485027.6304,309887.3523,408049.088,525499.5598
jgi|Aurli1|114848|fgenesh1_pm.3_#_201,jgi|Aurli1|114848|fgenesh1_pm.3_#_201,93805.10556,189883.5507,156142.4745,106770,221499.5931,157431.2018,111610.3046,219056.0539,182329.716,113303.577,238600.7905,197023.7338,118305.3259,227583.7142,189401.7309
jgi|Aurli1|114891|fgenesh1_pm.3_#_244,jgi|Aurli1|114891|fgenesh1_pm.3_#_244,2089707.554,2748707.738,3085806.98,2618600,3339001.653,3726266.864,3512888.192,4774487.094,5401249.175,4015405.038,5492869.581,6186698.109,3942206.253,5287305.257,5889179.437
jgi|Aurli1|114974|fgenesh1_pm.3_#_327,jgi|Aurli1|114974|fgenesh1_pm.3_#_327,34807.96904,25378.50525,126840.1902,31898,24799.08459,103414.4509,42361.46932,25949.52867,126875.7358,34401.26305,22815.65453,105179.277,40018.92175,28010.52674,114924.6294
jgi|Aurli1|115020|fgenesh1_pm.4_#_16,jgi|Aurli1|115020|fgenesh1_pm.4_#_16,520987.6961,594611.7385,830559.4285,400520,423101.1805,574679.6637,416714.5497,386966.9863,645518.9878,403414.2109,347974.1315,543199.902,432282.6316,364242.3943,600600.5811
jgi|Aurli1|115025|fgenesh1_pm.4_#_21,jgi|Aurli1|115025|fgenesh1_pm.4_#_21,1237120.142,783906.9807,1008584.628,905140,556533.1267,727381.4221,666327.7247,389351.3083,526835.3172,615983.7537,370399.1311,507840.286,720125.3309,431066.0003,634356.8294
jgi|Aurli1|115052|fgenesh1_pm.4_#_48,jgi|Aurli1|115052|fgenesh1_pm.4_#_48,1127546.365,1014878.739,880362.2545,1411800,1253801.034,1122574.642,1427092.708,1340780.622,1087890.511,1325976.965,1274800.469,1077262.983,1241173.649,1164014.733,1014797.936
jgi|Aurli1|115094|fgenesh1_pm.4_#_90,jgi|Aurli1|115094|fgenesh1_pm.4_#_90,717771.6619,881678.2395,609023.1013,721980,861645.7364,568846.2962,755894.2935,1010179.763,652799.5732,892127.6732,1148565.698,733297.5255,877412.4133,1176893.359,776866.5529
jgi|Aurli1|115104|fgenesh1_pm.4_#_100,jgi|Aurli1|115104|fgenesh1_pm.4_#_100,83750.27232,140857.8479,154163.1882,75279,138684.862,160568.6704,61475.06015,128960.7228,152520.9511,64174.97588,121936.5629,140227.277,71766.94019,134276.6185,153212.0803
jgi|Aurli1|115161|fgenesh1_pm.4_#_157,jgi|Aurli1|115161|fgenesh1_pm.4_#_157,1873194.454,2306635.972,2317091.958,1855900,2223077.34,2383778.914,2324401.287,2875982.446,3146180.664,2921565.195,3687621.965,3994448.948,3048580.795,3665663.568,4104838.22
jgi|Aurli1|1152|gm1.1152_g,jgi|Aurli1|1152|gm1.1152_g,75837.15271,331740.5891,278780.8277,65435,283539.1899,448030.5149,55854.43904,259306.8027,307855.1114,58390.79131,244827.1675,295223.9845,68078.1545,251007.3199,266082.7337
jgi|Aurli1|115200|fgenesh1_pm.4_#_196,jgi|Aurli1|115200|fgenesh1_pm.4_#_196,1169990.348,1246746.968,1021720.897,1404200,1490034.415,1329008.455,1870963.284,1909059.75,1802591.94,1791365.305,1894124.126,1798672.057,1574534.203,1684388.677,1582980.064
jgi|Aurli1|115215|fgenesh1_pm.4_#_211,jgi|Aurli1|115215|fgenesh1_pm.4_#_211,2106490.003,2012948.667,3041245.393,2480500,2313746.806,3581943.309,2339767.153,2275001.351,3403645.572,2590881.205,2466950.806,3677541.182,2428238.585,2261602.871,3361785.579
jgi|Aurli1|115261|fgenesh1_pm.4_#_257,jgi|Aurli1|115261|fgenesh1_pm.4_#_257,258966.8404,223986.7634,532063.1393,284100,261640.5427,521005.7103,311173.2789,302262.2964,575616.365,290627.1693,283521.0875,528007.1438,292960.0333,285140.5196,537585.8421
jgi|Aurli1|115297|fgenesh1_pm.4_#_293,jgi|Aurli1|115297|fgenesh1_pm.4_#_293,9576.826175,59668.48253,115329.3683,8272.7,75998.7525,174536.2157,12103.27695,83345.72059,169805.3086,10770.27119,88403.50599,172153.2356,9014.922584,87219.28216,167985.4845
jgi|Aurli1|115356|fgenesh1_pm.5_#_54,jgi|Aurli1|115356|fgenesh1_pm.5_#_54,493647.9166,1439581.399,1048424.677,468950,1356789.721,1007046.076,517491.4357,1365848.989,1056101.247,458926.5829,1251501.768,1013540.416,513181.5179,1409483.276,1109493.035
jgi|Aurli1|115358|fgenesh1_pm.5_#_56,jgi|Aurli1|115358|fgenesh1_pm.5_#_56,345357.4212,409742.8168,243651.2589,345460,354862.5517,231394.1188,399966.7224,401904.3398,235510.6231,372665.1575,400325.9107,247928.8811,346129.4272,392255.826,229604.7653
jgi|Aurli1|115370|fgenesh1_pm.5_#_68,jgi|Aurli1|115370|fgenesh1_pm.5_#_68,290599.8043,494440.5548,457790.1415,209680,395752.5099,351849.6722,172638.8849,345688.9999,256452.1525,159001.7749,294095.8858,250163.1103,168138.1788,324386.4368,248253.1608
jgi|Aurli1|115433|fgenesh1_pm.5_#_131,jgi|Aurli1|115433|fgenesh1_pm.5_#_131,63872.8281,129950.7963,235988.4351,64431,128031.1997,246837.4364,62253.01751,135906.3566,290705.788,65098.66286,111010.2756,253608.5268,68991.05557,114503.5706,268700.6594
jgi|Aurli1|115514|fgenesh1_pm.5_#_212,jgi|Aurli1|115514|fgenesh1_pm.5_#_212,1911247.681,2308597,2122591.135,2521400,3049253.576,2808034.39,2761120.455,3519655.156,3214485.384,3259541.45,4029972.273,3651553.569,3204449.114,4313758.619,3978901.004
jgi|Aurli1|115518|fgenesh1_pm.5_#_216,jgi|Aurli1|115518|fgenesh1_pm.5_#_216,197418.1863,534912.4398,359931.5692,187950,546342.6671,329957.1136,143231.1304,504967.367,277202.3838,137752.9232,437844.8531,240097.32,133833.4503,455448.2405,251712.9744
jgi|Aurli1|115638|fgenesh1_pm.6_#_10,jgi|Aurli1|115638|fgenesh1_pm.6_#_10,718601.0271,1173722.017,1044941.575,472050,785069.4589,679552.4565,364248.3324,653068.6356,556126.4516,338796.635,599208.4418,512826.1447,361119.3998,648801.9232,562750.2199
jgi|Aurli1|11565|gm1.11565_g,jgi|Aurli1|11565|gm1.11565_g,268177.6726,430576.4059,399063.9407,312860,462365.0016,417050.9176,333023.7334,587363.1285,499839.7615,413775.305,617927.7428,542129.8239,385111.1837,622405.5821,544597.7311
jgi|Aurli1|115677|fgenesh1_pm.6_#_49,jgi|Aurli1|115677|fgenesh1_pm.6_#_49,113291.2846,299019.4343,142984.0902,121360,299347.2143,160359.5058,133673.3685,340571.6605,164764.0376,116453.4307,275446.8825,137663.793,116240.7801,294407.3202,151147.7249
jgi|Aurli1|115689|fgenesh1_pm.6_#_61,jgi|Aurli1|115689|fgenesh1_pm.6_#_61,5795799.073,4364314.756,5419042.839,5434500,4130289.854,4850061.633,3859634.9,2784756.211,3345805.99,3539888.55,2527005.216,2960706.398,3603366.336,2675171.37,3182797.887
jgi|Aurli1|115815|fgenesh1_pm.6_#_187,jgi|Aurli1|115815|fgenesh1_pm.6_#_187,183162.8623,401581.2046,416258.3,148520,294439.2367,335465.114,132426.704,303364.9275,342311.298,153289.5002,305202.9389,348151.6972,155829.1804,298619.5023,358263.7016
jgi|Aurli1|115855|fgenesh1_pm.6_#_227,jgi|Aurli1|115855|fgenesh1_pm.6_#_227,189758.7548,390207.2415,123677.755,107200,260053.8271,68780.28368,108363.1782,251258.5378,62067.27239,105575.8011,250350.5664,54756.25284,116994.1925,246117.3154,59199.71779
jgi|Aurli1|115866|fgenesh1_pm.6_#_238,jgi|Aurli1|115866|fgenesh1_pm.6_#_238,525758.9852,570771.2395,608536.5728,611440,700904.5412,718689.4721,483889.4763,676883.5835,663782.342,544053.6559,703148.7668,654288.1272,595019.7237,759170.7771,728210.0405
jgi|Aurli1|116011|fgenesh1_pm.7_#_64,jgi|Aurli1|116011|fgenesh1_pm.7_#_64,1633166.412,2788675.359,3530538.255,1313000,2149654.783,2624550.578,1082762.016,1774387.964,2167746.497,1083407.852,1636231.609,1944014.543,1118475.048,1772215.095,2043135.277
jgi|Aurli1|116136|fgenesh1_pm.7_#_189,jgi|Aurli1|116136|fgenesh1_pm.7_#_189,52343.67627,192488.9166,156319.394,49771,203355.8445,164310.3922,45271.31976,191565.6689,165810.5515,54739.59443,194915.7264,170401.1296,41237.10165,188289.381,152935.2952
jgi|Aurli1|116157|fgenesh1_pm.7_#_210,jgi|Aurli1|116157|fgenesh1_pm.7_#_210,54987.88763,43626.33875,71135.99472,88906,34904.78794,61604.77681,114538.5168,35789.3336,42370.30671,113749.2155,31760.54801,36220.38226,120634.0553,34508.90697,40317.20825
jgi|Aurli1|116188|fgenesh1_pm.7_#_241,jgi|Aurli1|116188|fgenesh1_pm.7_#_241,2707243.116,2995423.751,2759390.59,2087600,2355829.265,2013790.026,1781280.747,1989636.642,1686912.777,1739306.631,1904568.371,1516336.047,1754668.273,1937894.257,1574215.203
jgi|Aurli1|116230|fgenesh1_pm.7_#_283,jgi|Aurli1|116230|fgenesh1_pm.7_#_283,1540082.366,906321.8261,970513.7732,1570200,938842.9027,996994.5564,1573406.675,883122.7284,1000861.071,1640354.638,866942.6509,968467.7822,1616412.194,827679.256,926122.913
jgi|Aurli1|116372|fgenesh1_pm.8_#_94,jgi|Aurli1|116372|fgenesh1_pm.8_#_94,1575208.421,1182126.423,1689912.498,1442300,1087935.043,1526436.571,1444971.231,1215438.792,1678360.621,1261967.078,1016606.676,1402037.588,1290781.457,1058855.429,1452083.781
jgi|Aurli1|116402|fgenesh1_pm.8_#_124,jgi|Aurli1|116402|fgenesh1_pm.8_#_124,183426.3077,479153.8738,361744.9936,186770,580422.56,471526.6686,210183.7834,637330.2253,487405.3767,206624.3207,646518.8641,496904.3222,200280.5157,605150.1603,470765.3082
jgi|Aurli1|116490|fgenesh1_pm.8_#_212,jgi|Aurli1|116490|fgenesh1_pm.8_#_212,8002398.332,7303428.985,6457781.176,6252500,5538426.089,4644847.946,5500786.681,4337298.558,3833391.412,4923899.796,3897711.975,3277849.346,5191892.484,4231935.772,3598782.813
jgi|Aurli1|116520|fgenesh1_pm.8_#_242,jgi|Aurli1|116520|fgenesh1_pm.8_#_242,164243.5788,470497.3354,433883.9005,134290,453258.6335,516857.2796,107048.8652,493582.9361,599123.5413,102243.6409,496443.0943,629735.1248,87520.10988,505171.3555,662427.4507
jgi|Aurli1|116535|fgenesh1_pm.8_#_257,jgi|Aurli1|116535|fgenesh1_pm.8_#_257,125078.0275,43047.36854,86885.14326,127250,33595.9939,77583.78815,118897.0108,31961.22445,87211.7364,111845.1239,30133.65596,80799.13337,105321.1916,30045.93059,85783.77246
jgi|Aurli1|116642|fgenesh1_pm.9_#_62,jgi|Aurli1|116642|fgenesh1_pm.9_#_62,52122.18698,96566.62721,12341.23758,36404,49583.38611,5659.877137,35900.07443,50402.49473,4401.32209,38519.3675,52624.93634,5004.202934,41304.61523,68889.02769,5849.506908
jgi|Aurli1|11676|gm1.11676_g,jgi|Aurli1|11676|gm1.11676_g,61524.26103,111899.9994,162025.0463,52650,104210.7541,163299.4301,75921.87324,91231.88932,128293.5933,87874.83914,90714.29525,126763.1066,89846.8824,98177.73382,115719.2333
jgi|Aurli1|116796|fgenesh1_pm.9_#_216,jgi|Aurli1|116796|fgenesh1_pm.9_#_216,153461.8313,102421.6969,155998.7275,139440,84587.71336,132447.6556,166250.9369,76331.29016,136665.7039,141500.3374,99938.37143,131866.5563,174370.9547,127934.1374,197347.7696
jgi|Aurli1|116813|fgenesh1_pm.9_#_233,jgi|Aurli1|116813|fgenesh1_pm.9_#_233,636796.3479,696389.0975,716479.5539,784400,825121.7101,880338.8261,799575.8743,834418.4741,905583.3009,859798.629,856096.7039,945302.3537,831747.7904,809658.8632,898271.4133
jgi|Aurli1|116894|fgenesh1_pm.9_#_314,jgi|Aurli1|116894|fgenesh1_pm.9_#_314,90985.26393,287766.8682,274446.3011,72533,253519.7123,257237.5638,90388.01446,269890.1769,231954.7267,86779.98649,286142.1913,238157.0684,103129.4463,354888.4451,312663.3579
jgi|Aurli1|116936|fgenesh1_pm.10_#_34,jgi|Aurli1|116936|fgenesh1_pm.10_#_34,1380161.244,1165224.228,1202388.831,1453200,1222460.936,1207228.193,1786885.905,1435965.02,1459492.944,2032719.041,1762566.806,1749636.607,2073645.498,1724089.704,1729560.835
jgi|Aurli1|116973|fgenesh1_pm.10_#_71,jgi|Aurli1|116973|fgenesh1_pm.10_#_71,4073256.365,3238591.237,2807048.268,3624700,2846035.706,2462564.237,2928888.65,2189995.087,1821834.291,2868189.862,2135647.296,1765158.62,2917369.611,2120034.82,1743976.725
jgi|Aurli1|116995|fgenesh1_pm.10_#_93,jgi|Aurli1|116995|fgenesh1_pm.10_#_93,368091.7845,253103.3617,153145.9013,434940,330598.6141,188178.394,406886.194,344831.3979,169208.9082,386358.4119,309742.1685,163569.092,396050.3413,316330.0334,163037.951
jgi|Aurli1|117061|fgenesh1_pm.10_#_159,jgi|Aurli1|117061|fgenesh1_pm.10_#_159,836634.3291,854578.6986,593819.0858,493650,567305.0535,384072.6366,420763.7936,468514.5699,329910.6717,436330.6876,525717.1086,347681.3332,599628.2596,664837.2647,468666.3546
jgi|Aurli1|117074|fgenesh1_pm.10_#_172,jgi|Aurli1|117074|fgenesh1_pm.10_#_172,106412.4321,93065.72511,73755.50837,97284,89698.71176,68605.97987,90561.96766,99519.52887,61932.23835,105342.8537,116302.696,76198.97314,108188.0728,113196.3417,72563.82457
jgi|Aurli1|117106|fgenesh1_pm.10_#_204,jgi|Aurli1|117106|fgenesh1_pm.10_#_204,603289.9944,276094.0818,357001.3408,590210,271111.5598,371755.1674,630783.2879,315324.2345,403650.5118,625311.7768,317816.3735,394705.9772,579295.9077,297593.0855,365783.0299
jgi|Aurli1|117116|fgenesh1_pm.10_#_214,jgi|Aurli1|117116|fgenesh1_pm.10_#_214,52799.33926,44425.69116,111990.0136,42062,36593.01398,99699.45564,64174.23394,57239.75024,122149.5444,55271.32213,48113.82581,109793.5482,67793.42329,64791.10709,131645.9087
jgi|Aurli1|117182|fgenesh1_pm.10_#_280,jgi|Aurli1|117182|fgenesh1_pm.10_#_280,42243.95974,47652.98314,39699.61946,34383,47077.1638,31603.60492,33749.81962,46319.93224,23551.06231,33459.34541,57222.41274,25286.77035,35241.11259,60266.15837,27317.53517
jgi|Aurli1|117249|fgenesh1_pm.11_#_27,jgi|Aurli1|117249|fgenesh1_pm.11_#_27,757015.2711,771711.2535,819302.9284,822360,928001.9883,1080544.183,771743.3626,820018.2998,884743.047,752065.5326,759065.6489,826276.7354,774439.5203,748761.3616,842337.7595
jgi|Aurli1|117289|fgenesh1_pm.11_#_67,jgi|Aurli1|117289|fgenesh1_pm.11_#_67,106627.0914,124954.8437,177726.6478,106430,120521.4026,171468.4687,103183.2386,137753.4994,179842.8391,109485.2657,115097.5908,150116.6807,111368.0605,120778.2695,154619.0712
jgi|Aurli1|117291|fgenesh1_pm.11_#_69,jgi|Aurli1|117291|fgenesh1_pm.11_#_69,4598781.177,4011796.607,4167448.285,3925800,3474414.53,3468529.629,3410545.727,3159933.526,2937778.125,2986385.334,2705260.362,2558780.333,3102885.2,2805506.936,2607315.553
jgi|Aurli1|117319|fgenesh1_pm.11_#_97,jgi|Aurli1|117319|fgenesh1_pm.11_#_97,406037.6812,104840.2982,139489.9311,380020,82981.28694,107638.4132,361745.3392,90525.07448,121744.4422,358384.4707,73635.94581,119037.3773,367851.1891,82010.70114,122189.0848
jgi|Aurli1|117395|fgenesh1_pm.11_#_173,jgi|Aurli1|117395|fgenesh1_pm.11_#_173,101202.0673,195178.3266,172385.8918,87201,188178.5642,172909.3802,90976.55611,192677.7242,191995.9029,97137.02929,187464.1591,208042.0112,102473.8796,201497.2347,214427.7162
jgi|Aurli1|117443|fgenesh1_pm.11_#_221,jgi|Aurli1|117443|fgenesh1_pm.11_#_221,208892.6975,438934.121,239781.1458,262930,432641.1852,228849.2831,288974.918,443417.9311,256440.8997,280529.4071,442655.2315,224869.2845,234888.5662,425856.4509,253500.5448
jgi|Aurli1|11757|gm1.11757_g,jgi|Aurli1|11757|gm1.11757_g,839824.9457,1622517.308,1041580.106,680700,1254983.679,803668.3899,554127.912,1177930.484,693692.3824,553482.9604,1084494.27,656440.0427,612690.6705,1144261.052,743110.3046
jgi|Aurli1|117679|fgenesh1_pm.12_#_163,jgi|Aurli1|117679|fgenesh1_pm.12_#_163,977382.48,440586.9875,517478.3419,1168600,581102.581,719375.0671,1371814.247,665037.3668,817968.713,1313823.189,675571.9424,827687.8275,1347532.006,685317.1845,850376.0599
jgi|Aurli1|117698|fgenesh1_pm.12_#_182,jgi|Aurli1|117698|fgenesh1_pm.12_#_182,424722.791,649445.8198,267336.3506,399670,580806.9197,230348.2959,355154.4458,526247.2057,187539.7795,352945.6559,491361.5673,171635.8352,345131.4003,540698.9327,187925.5438
jgi|Aurli1|117699|fgenesh1_pm.12_#_183,jgi|Aurli1|117699|fgenesh1_pm.12_#_183,57348.16338,303529.7989,268099.3158,45071,248996.0943,226908.7007,29945.07662,223428.8817,207963.6784,30985.03917,206163.3751,181031.3567,37601.15267,220456.8957,197059.4518
jgi|Aurli1|117705|fgenesh1_pm.12_#_189,jgi|Aurli1|117705|fgenesh1_pm.12_#_189,540238.7257,180769.4391,257119.2522,714240,257737.8135,352500.4064,764814.2269,252445.9867,344179.2689,764695.3315,271279.227,342048.7239,752668.8355,261097.1905,340930.0353
jgi|Aurli1|117708|fgenesh1_pm.12_#_192,jgi|Aurli1|117708|fgenesh1_pm.12_#_192,176684.0566,340425.1421,159006.3582,188270,310611.91,161045.1008,240210.0382,438272.3191,214265.2671,250924.8343,445597.6967,246259.0888,283821.238,559571.4451,334102.6697
jgi|Aurli1|117711|fgenesh1_pm.12_#_195,jgi|Aurli1|117711|fgenesh1_pm.12_#_195,76057.66628,81118.39479,59734.64174,64043,54932.88463,48461.10746,71145.89155,45291.75225,43671.13466,59193.95334,46391.5296,41018.09539,50709.55107,41382.02616,30906.51517
jgi|Aurli1|117715|fgenesh1_pm.12_#_199,jgi|Aurli1|117715|fgenesh1_pm.12_#_199,1636679.018,2444001.322,1516420.86,1514300,2326657.35,1394779.093,1732283.929,2061637.513,1341113.1,1565912.76,2137153.678,1315373.015,1532656.211,2109770.652,1320034.228
jgi|Aurli1|117796|fgenesh1_pm.13_#_54,jgi|Aurli1|117796|fgenesh1_pm.13_#_54,93237.23434,57036.96957,97531.27133,67988,82714.20623,105109.8459,76237.88821,97333.11498,137655.9536,85706.40294,73498.36296,135723.5414,84929.15377,69934.81083,137377.6666
jgi|Aurli1|117814|fgenesh1_pm.13_#_72,jgi|Aurli1|117814|fgenesh1_pm.13_#_72,430811.3072,704765.489,675566.9304,328280,596861.3285,540272.0915,329003.4817,610640.8971,566479.0615,313415.4994,566921.6645,512708.5537,362097.8575,597142.1727,587199.5696
jgi|Aurli1|117948|fgenesh1_pm.13_#_206,jgi|Aurli1|117948|fgenesh1_pm.13_#_206,406896.3181,420052.2217,488010.1956,391830,375046.3633,440384.3877,565995.3857,480681.2093,549757.3459,528476.5662,455198.3683,543729.0616,548807.1644,487731.9533,601661.5906
