"cluster","Aplke1.FilteredModels1","Aurli1.FilteredModels1","Honfer1.CEA_gene_models","LabyHa_1.DU_gene_models","Schag1.FilteredModels1","TOTAL"
976,2,2,2,1,1,8
977,3,2,1,0,2,8
978,4,1,1,1,1,8
979,2,1,2,1,2,8
980,1,7,0,0,0,8
981,3,1,0,3,1,8
982,4,1,1,2,0,8
983,2,1,2,1,2,8
984,1,1,1,3,2,8
985,1,1,1,4,1,8
986,1,2,3,0,2,8
987,1,3,3,0,1,8
988,3,4,1,0,0,8
989,5,1,1,0,1,8
990,4,1,2,0,1,8
991,1,4,1,1,1,8
992,6,0,0,2,0,8
993,2,1,2,2,1,8
994,3,0,1,4,0,8
995,4,1,1,1,1,8
996,3,0,1,0,4,8
997,2,2,2,1,1,8
998,1,3,1,1,2,8
999,2,1,1,3,1,8
1000,1,1,1,3,2,8
1001,5,1,1,0,1,8
1002,3,1,1,0,3,8
1003,3,2,1,1,1,8
1004,2,2,2,0,2,8
1005,4,1,1,0,2,8
1006,2,2,2,1,1,8
1007,1,2,2,0,3,8
1008,2,2,2,0,2,8
1009,8,0,0,0,0,8
1010,2,2,2,0,2,8
1011,3,1,1,2,1,8
1012,2,2,2,0,2,8
1013,2,2,1,1,2,8
1014,2,1,2,1,2,8
1015,2,1,1,3,1,8
1016,1,2,2,1,2,8
1017,4,1,1,1,1,8
1018,1,2,2,1,2,8
1019,3,1,1,1,2,8
1020,2,2,2,1,1,8
1021,2,2,2,0,2,8
1022,2,2,1,1,2,8
1023,2,2,2,1,1,8
1024,3,1,1,2,1,8
1025,2,1,1,2,2,8
1026,3,1,1,1,2,8
1027,2,1,1,2,2,8
1028,2,2,2,1,1,8
1029,2,2,2,0,2,8
1030,1,0,0,6,1,8
1031,1,2,2,1,2,8
1032,1,3,2,0,2,8
1033,2,1,2,2,1,8
1034,1,1,1,4,1,8
1035,2,2,1,1,2,8
1036,1,2,2,1,2,8
1037,2,2,1,1,2,8
1038,1,2,2,1,2,8
1039,4,2,1,0,1,8
1040,1,3,4,0,0,8
1041,1,1,1,4,1,8
1042,1,3,2,0,2,8
1043,1,1,2,3,1,8
1044,1,3,3,1,0,8
1045,1,2,2,1,2,8
1046,1,2,3,1,1,8
1047,0,5,3,0,0,8
1048,1,2,4,0,1,8
1049,1,1,1,3,2,8
1050,1,3,3,0,1,8
1051,3,2,1,1,1,8
1052,1,3,2,0,2,8
1053,1,4,0,0,3,8
1054,2,2,2,1,1,8
1055,1,2,2,0,3,8
1056,1,2,2,1,2,8
1057,1,2,1,1,3,8
1058,0,3,2,1,2,8
1059,0,2,2,1,3,8
1060,2,2,1,1,2,8
1061,1,2,2,1,2,8
1062,0,4,2,0,2,8
1063,1,2,1,3,1,8
1064,1,2,1,1,3,8
1065,0,2,3,1,2,8
1066,1,2,2,1,2,8
1067,1,2,2,1,2,8
1068,0,4,3,0,1,8
1069,1,3,1,0,3,8
1070,1,2,2,1,2,8
1071,1,2,2,1,2,8
1072,0,2,2,2,2,8
1073,2,3,1,0,2,8
1074,1,3,1,1,2,8
1075,1,2,2,0,3,8
1076,1,2,2,1,2,8
1077,0,3,2,1,2,8
1078,1,2,2,2,1,8
1079,1,1,4,1,1,8
1080,1,3,1,1,2,8
1081,1,0,1,6,0,8
1082,0,0,5,0,3,8
1083,0,0,1,7,0,8
1084,1,1,1,5,0,8
1085,1,0,0,6,1,8
1086,0,0,0,8,0,8
1087,0,0,0,5,3,8
1088,0,4,4,0,0,8
1089,0,3,3,0,2,8
1090,0,7,1,0,0,8
1091,0,6,1,0,1,8
1092,0,3,2,2,1,8
1093,0,3,2,1,2,8
1094,0,4,4,0,0,8
1095,0,3,4,0,1,8
1096,0,3,2,2,1,8
1097,0,0,2,6,0,8
1098,0,0,0,8,0,8
1099,0,0,0,8,0,8
1100,1,1,1,2,2,7
1101,2,1,1,0,3,7
1102,1,2,2,0,2,7
1103,1,3,1,1,1,7
1104,2,2,1,1,1,7
1105,1,2,2,0,2,7
1106,3,1,1,1,1,7
1107,1,2,2,1,1,7
1108,3,1,1,1,1,7
1109,7,0,0,0,0,7
1110,2,1,2,1,1,7
1111,1,1,1,3,1,7
1112,2,1,2,1,1,7
1113,2,1,1,2,1,7
1114,1,1,1,3,1,7
1115,2,2,1,0,2,7
1116,2,2,1,1,1,7
1117,1,1,1,2,2,7
1118,2,1,1,2,1,7
1119,2,1,1,2,1,7
1120,4,1,1,0,1,7
1121,1,2,2,0,2,7
1122,2,1,1,1,2,7
1123,2,2,2,0,1,7
1124,2,1,1,1,2,7
1125,4,1,2,0,0,7
1126,3,1,1,1,1,7
1127,1,3,1,1,1,7
1128,1,2,4,0,0,7
1129,3,1,1,1,1,7
1130,6,0,0,1,0,7
1131,1,1,1,1,3,7
1132,2,2,1,1,1,7
1133,1,0,0,6,0,7
1134,2,2,3,0,0,7
1135,1,2,1,2,1,7
1136,1,1,2,2,1,7
1137,2,1,1,2,1,7
1138,2,2,1,0,2,7
1139,1,2,1,2,1,7
1140,2,2,2,0,1,7
1141,1,2,1,1,2,7
1142,2,1,1,0,3,7
1143,3,1,1,1,1,7
1144,2,2,1,0,2,7
1145,1,3,2,1,0,7
1146,2,2,2,0,1,7
1147,5,0,0,1,1,7
1148,2,1,1,1,2,7
1149,2,2,1,1,1,7
1150,2,3,2,0,0,7
1151,5,1,0,0,1,7
1152,3,1,1,1,1,7
1153,2,2,2,0,1,7
1154,2,1,1,2,1,7
1155,3,1,2,0,1,7
1156,7,0,0,0,0,7
1157,1,1,2,1,2,7
1158,1,1,3,1,1,7
1159,1,1,1,3,1,7
1160,3,1,1,1,1,7
1161,3,1,1,1,1,7
1162,3,1,1,1,1,7
1163,3,1,1,1,1,7
1164,1,2,2,0,2,7
1165,1,1,2,1,2,7
1166,2,1,1,2,1,7
1167,1,1,1,2,2,7
1168,2,1,1,2,1,7
1169,1,2,2,1,1,7
1170,1,2,1,1,2,7
1171,1,2,1,1,2,7
1172,2,1,1,2,1,7
1173,3,1,1,0,2,7
1174,3,1,1,1,1,7
1175,1,3,2,0,1,7
1176,1,2,2,1,1,7
1177,2,1,1,2,1,7
1178,3,1,2,0,1,7
1179,3,1,1,1,1,7
1180,2,1,2,1,1,7
1181,3,1,1,1,1,7
1182,4,0,0,0,3,7
1183,2,1,2,1,1,7
1184,2,2,1,0,2,7
1185,2,1,1,2,1,7
1186,1,2,1,1,2,7
1187,2,2,1,1,1,7
1188,2,1,1,2,1,7
1189,4,1,1,0,1,7
1190,3,1,1,1,1,7
1191,6,0,0,0,1,7
1192,1,2,2,1,1,7
1193,2,1,1,2,1,7
1194,2,1,1,2,1,7
1195,2,1,1,1,2,7
1196,3,1,1,1,1,7
1197,1,2,1,2,1,7
1198,1,1,1,3,1,7
1199,1,2,2,0,2,7
1200,2,0,0,5,0,7
1201,2,1,1,2,1,7
1202,3,1,1,1,1,7
1203,2,2,0,2,1,7
1204,2,2,1,1,1,7
1205,1,1,1,3,1,7
1206,3,1,1,1,1,7
1207,3,1,1,1,1,7
1208,1,1,2,2,1,7
1209,2,1,1,1,2,7
1210,1,2,2,1,1,7
1211,1,2,1,2,1,7
1212,2,1,1,2,1,7
1213,3,2,2,0,0,7
1214,1,2,3,0,1,7
1215,3,2,1,0,1,7
1216,2,2,2,0,1,7
1217,2,0,0,5,0,7
1218,2,2,1,0,2,7
1219,1,1,3,0,2,7
1220,2,2,1,2,0,7
1221,1,2,2,0,2,7
1222,2,0,0,4,1,7
1223,1,2,4,0,0,7
1224,3,0,0,0,4,7
1225,2,2,1,0,2,7
1226,3,1,1,0,2,7
1227,1,2,1,1,2,7
1228,2,1,1,2,1,7
1229,2,1,1,2,1,7
1230,2,1,1,0,3,7
1231,1,2,1,1,2,7
1232,2,1,1,2,1,7
1233,2,2,1,1,1,7
1234,2,1,1,2,1,7
1235,1,2,2,1,1,7
1236,3,1,1,1,1,7
1237,2,2,2,0,1,7
1238,2,1,1,2,1,7
1239,2,1,1,2,1,7
1240,2,1,1,1,2,7
1241,2,1,2,1,1,7
1242,2,1,1,2,1,7
1243,2,1,1,1,2,7
1244,1,2,1,1,2,7
1245,1,2,2,1,1,7
1246,2,1,1,1,2,7
1247,1,2,2,0,2,7
1248,1,1,1,1,3,7
1249,1,0,0,6,0,7
1250,1,2,1,0,3,7
1251,2,2,1,0,2,7
1252,2,1,1,2,1,7
1253,2,2,1,2,0,7
1254,2,1,3,0,1,7
1255,2,2,1,1,1,7
1256,2,1,1,1,2,7
1257,2,2,1,1,1,7
1258,2,2,2,0,1,7
1259,1,1,1,3,1,7
1260,2,2,3,0,0,7
1261,2,2,1,1,1,7
1262,2,2,2,0,1,7
1263,2,2,1,1,1,7
1264,2,3,2,0,0,7
1265,2,2,2,0,1,7
1266,0,4,2,0,1,7
1267,1,2,2,0,2,7
1268,1,1,1,3,1,7
1269,1,1,2,1,2,7
1270,1,1,1,2,2,7
1271,1,1,1,2,2,7
1272,1,2,2,1,1,7
1273,1,1,1,3,1,7
1274,1,2,1,1,2,7
1275,1,1,2,0,3,7
1276,2,2,1,1,1,7
1277,0,2,1,0,4,7
1278,1,1,1,3,1,7
1279,1,2,2,0,2,7
1280,0,2,2,1,2,7
1281,2,1,1,2,1,7
1282,0,3,2,0,2,7
1283,1,1,1,2,2,7
1284,0,7,0,0,0,7
1285,1,1,1,3,1,7
1286,1,4,1,0,1,7
1287,1,2,2,1,1,7
1288,1,2,2,0,2,7
1289,2,2,2,0,1,7
1290,1,1,1,3,1,7
1291,1,2,2,0,2,7
1292,1,1,1,0,4,7
1293,2,2,1,1,1,7
1294,1,2,3,1,0,7
1295,1,2,1,2,1,7
1296,2,1,1,2,1,7
1297,1,2,1,1,2,7
1298,0,3,2,0,2,7
1299,0,2,2,1,2,7
1300,1,2,2,0,2,7
1301,1,2,1,1,2,7
1302,0,5,2,0,0,7
1303,1,1,3,0,2,7
1304,0,2,2,2,1,7
1305,1,2,2,0,2,7
1306,0,1,0,6,0,7
1307,1,2,1,1,2,7
1308,1,1,1,3,1,7
1309,1,1,2,2,1,7
1310,0,3,2,0,2,7
1311,0,1,4,1,1,7
1312,1,2,3,0,1,7
1313,1,2,2,0,2,7
1314,0,1,4,0,2,7
1315,1,1,1,2,2,7
1316,1,2,2,0,2,7
1317,1,1,1,3,1,7
1318,2,2,1,0,2,7
1319,1,2,1,1,2,7
1320,1,2,2,1,1,7
1321,1,3,1,1,1,7
1322,0,7,0,0,0,7
1323,2,1,1,1,2,7
1324,2,3,1,0,1,7
1325,2,3,1,0,1,7
1326,0,1,3,1,2,7
1327,1,2,2,1,1,7
1328,2,1,2,1,1,7
1329,0,2,3,0,2,7
1330,0,2,3,0,2,7
1331,0,0,0,7,0,7
1332,0,3,1,0,3,7
1333,0,0,0,0,7,7
1334,0,7,0,0,0,7
1335,0,3,3,0,1,7
1336,0,7,0,0,0,7
1337,0,5,2,0,0,7
1338,0,7,0,0,0,7
1339,0,3,4,0,0,7
1340,0,2,2,0,3,7
1341,0,2,2,0,3,7
1342,0,4,1,0,2,7
1343,0,2,2,1,2,7
1344,0,7,0,0,0,7
1345,0,6,0,0,1,7
1346,0,7,0,0,0,7
1347,0,7,0,0,0,7
1348,0,2,2,2,1,7
1349,0,2,2,1,2,7
1350,0,2,2,1,2,7
1351,0,2,2,0,3,7
1352,0,2,2,0,3,7
1353,0,2,2,1,2,7
1354,0,2,2,1,2,7
1355,0,5,2,0,0,7
1356,0,2,3,0,2,7
1357,0,0,7,0,0,7
1358,0,1,6,0,0,7
1359,0,0,0,0,7,7
1360,0,0,7,0,0,7
1361,0,0,0,7,0,7
1362,0,0,0,7,0,7
1363,0,0,0,0,7,7
1364,1,2,1,1,1,6
1365,1,3,2,0,0,6
1366,3,1,0,0,2,6
1367,2,1,1,1,1,6
1368,2,1,1,1,1,6
1369,1,1,1,1,2,6
1370,1,1,1,1,2,6
1371,1,2,1,1,1,6
1372,2,1,1,1,1,6
1373,2,1,1,1,1,6
1374,2,1,1,1,1,6
1375,2,1,1,1,1,6
1376,1,0,0,5,0,6
1377,2,1,1,1,1,6
1378,2,0,0,4,0,6
1379,2,1,1,1,1,6
1380,3,1,1,1,0,6
1381,2,3,1,0,0,6
1382,1,1,1,2,1,6
1383,2,2,2,0,0,6
1384,2,1,0,1,2,6
1385,2,1,1,1,1,6
1386,1,2,1,1,1,6
1387,1,3,1,0,1,6
1388,3,1,1,0,1,6
1389,1,1,3,0,1,6
1390,2,1,1,2,0,6
1391,2,1,1,1,1,6
1392,1,2,1,1,1,6
1393,2,1,1,1,1,6
1394,6,0,0,0,0,6
1395,4,0,0,0,2,6
1396,2,1,1,1,1,6
1397,2,1,1,1,1,6
1398,1,1,2,1,1,6
1399,2,2,1,0,1,6
1400,2,1,1,1,1,6
1401,1,2,1,1,1,6
1402,1,1,2,1,1,6
1403,3,1,1,1,0,6
1404,2,1,1,1,1,6
1405,2,1,1,1,1,6
1406,1,1,1,2,1,6
1407,2,1,1,1,1,6
1408,2,2,1,0,1,6
1409,2,1,1,1,1,6
1410,1,1,1,1,2,6
1411,6,0,0,0,0,6
1412,2,1,1,1,1,6
1413,3,0,0,1,2,6
1414,2,1,1,0,2,6
1415,6,0,0,0,0,6
1416,2,1,1,1,1,6
1417,2,0,0,4,0,6
1418,1,3,1,0,1,6
1419,2,0,2,0,2,6
1420,2,1,2,0,1,6
1421,2,0,1,3,0,6
1422,2,1,1,1,1,6
1423,1,1,1,2,1,6
1424,2,1,1,1,1,6
1425,2,1,1,1,1,6
1426,1,1,1,0,3,6
1427,1,1,1,1,2,6
1428,2,1,1,1,1,6
1429,6,0,0,0,0,6
1430,6,0,0,0,0,6
1431,2,1,1,1,1,6
1432,6,0,0,0,0,6
1433,2,1,1,1,1,6
1434,6,0,0,0,0,6
1435,6,0,0,0,0,6
1436,2,1,1,1,1,6
1437,6,0,0,0,0,6
1438,4,1,0,0,1,6
1439,2,1,1,1,1,6
1440,1,2,2,0,1,6
1441,2,1,1,1,1,6
1442,1,1,1,2,1,6
1443,1,1,1,1,2,6
1444,3,1,1,0,1,6
1445,1,1,1,2,1,6
1446,2,1,1,2,0,6
1447,2,1,1,1,1,6
1448,1,1,1,2,1,6
1449,1,1,1,2,1,6
1450,3,1,1,0,1,6
1451,2,1,1,1,1,6
1452,2,1,1,1,1,6
1453,2,1,1,1,1,6
1454,1,2,1,1,1,6
1455,2,1,1,1,1,6
1456,1,1,1,2,1,6
1457,1,0,0,5,0,6
1458,2,1,1,1,1,6
1459,2,1,1,1,1,6
1460,2,1,1,1,1,6
1461,2,1,1,1,1,6
1462,2,1,1,1,1,6
1463,1,2,2,0,1,6
1464,3,1,1,0,1,6
1465,2,2,1,0,1,6
1466,1,1,1,1,2,6
1467,4,1,0,0,1,6
1468,1,1,1,1,2,6
1469,1,2,1,1,1,6
1470,2,0,1,2,1,6
1471,4,0,0,2,0,6
1472,1,2,1,0,2,6
1473,1,1,2,1,1,6
1474,2,1,1,1,1,6
1475,1,1,1,2,1,6
1476,1,2,2,0,1,6
1477,1,2,2,0,1,6
1478,2,0,1,0,3,6
1479,2,1,1,1,1,6
1480,2,1,1,1,1,6
1481,4,1,1,0,0,6
1482,1,1,2,0,2,6
1483,1,1,1,1,2,6
1484,2,1,1,1,1,6
1485,2,1,2,1,0,6
1486,2,1,1,1,1,6
1487,1,1,1,2,1,6
1488,6,0,0,0,0,6
1489,2,1,1,2,0,6
1490,1,1,1,2,1,6
1491,2,1,1,0,2,6
1492,3,1,1,0,1,6
1493,1,1,1,2,1,6
1494,2,0,1,2,1,6
1495,2,1,1,1,1,6
1496,2,1,1,1,1,6
1497,2,1,1,1,1,6
1498,2,1,1,1,1,6
1499,1,1,2,1,1,6
1500,1,1,1,2,1,6
1501,2,1,0,1,2,6
1502,1,2,1,1,1,6
1503,2,1,2,0,1,6
1504,2,1,1,1,1,6
1505,1,0,0,5,0,6
1506,2,1,1,1,1,6
1507,1,1,2,1,1,6
1508,1,2,1,1,1,6
1509,2,1,1,1,1,6
1510,1,1,1,1,2,6
1511,2,1,1,1,1,6
1512,2,1,1,1,1,6
1513,1,1,1,2,1,6
1514,1,1,2,1,1,6
1515,2,2,1,0,1,6
1516,1,2,1,1,1,6
1517,2,1,1,1,1,6
1518,1,2,1,1,1,6
1519,1,1,2,1,1,6
1520,2,1,1,1,1,6
1521,2,0,0,4,0,6
1522,2,1,1,1,1,6
1523,2,1,1,1,1,6
1524,2,1,1,1,1,6
1525,1,1,1,2,1,6
1526,2,1,1,1,1,6
1527,2,1,1,1,1,6
1528,2,1,1,2,0,6
1529,2,1,1,1,1,6
1530,2,2,1,0,1,6
1531,2,1,1,1,1,6
1532,3,1,0,1,1,6
1533,1,1,1,1,2,6
1534,2,0,1,2,1,6
1535,1,2,1,1,1,6
1536,2,1,1,1,1,6
1537,2,1,1,1,1,6
1538,2,1,1,1,1,6
1539,1,2,1,0,2,6
1540,3,1,1,0,1,6
1541,1,1,1,2,1,6
1542,6,0,0,0,0,6
1543,2,1,1,1,1,6
1544,2,1,1,1,1,6
1545,2,1,1,1,1,6
1546,2,1,1,1,1,6
1547,1,2,1,2,0,6
1548,1,1,1,1,2,6
1549,1,2,1,0,2,6
1550,2,1,1,1,1,6
1551,2,1,1,2,0,6
1552,1,1,1,1,2,6
1553,2,1,1,1,1,6
1554,1,1,1,2,1,6
1555,1,1,1,2,1,6
1556,2,1,1,1,1,6
1557,1,1,1,1,2,6
1558,2,1,1,1,1,6
1559,2,1,1,1,1,6
1560,2,1,2,1,0,6
1561,2,2,1,0,1,6
1562,1,1,1,1,2,6
1563,2,1,1,1,1,6
1564,1,2,1,1,1,6
1565,1,1,2,1,1,6
1566,2,1,1,0,2,6
1567,2,1,1,1,1,6
1568,2,1,1,1,1,6
1569,2,1,1,1,1,6
1570,1,1,1,1,2,6
1571,6,0,0,0,0,6
1572,1,1,1,1,2,6
1573,1,1,1,2,1,6
1574,2,1,1,0,2,6
1575,3,1,1,0,1,6
1576,1,1,1,1,2,6
1577,2,1,1,1,1,6
1578,2,1,1,1,1,6
1579,3,1,1,0,1,6
1580,1,1,1,2,1,6
1581,1,1,1,2,1,6
1582,2,0,0,4,0,6
1583,2,1,1,1,1,6
1584,2,1,1,1,1,6
1585,2,1,1,1,1,6
1586,2,1,1,1,1,6
1587,2,1,1,1,1,6
1588,2,1,1,1,1,6
1589,1,1,1,2,1,6
1590,2,1,1,1,1,6
1591,2,1,1,1,1,6
1592,1,0,0,5,0,6
1593,2,1,1,1,1,6
1594,2,1,1,1,1,6
1595,1,1,1,2,1,6
1596,2,1,1,1,1,6
1597,2,1,1,1,1,6
1598,2,1,1,1,1,6
1599,2,1,1,0,2,6
1600,4,1,0,1,0,6
1601,1,1,1,1,2,6
1602,2,1,1,1,1,6
1603,2,1,1,1,1,6
1604,2,1,1,1,1,6
1605,2,1,1,1,1,6
1606,2,1,1,1,1,6
1607,2,1,1,1,1,6
1608,1,1,1,2,1,6
1609,3,0,0,2,1,6
1610,1,2,1,0,2,6
1611,2,1,1,1,1,6
1612,3,1,1,0,1,6
1613,1,3,1,0,1,6
1614,1,2,1,1,1,6
1615,2,1,1,1,1,6
1616,3,1,1,0,1,6
1617,2,1,1,1,1,6
1618,2,1,1,1,1,6
1619,1,1,1,1,2,6
1620,1,1,2,1,1,6
1621,2,1,1,1,1,6
1622,2,1,1,1,1,6
1623,2,1,1,1,1,6
1624,2,1,1,1,1,6
1625,2,1,1,0,2,6
1626,2,1,1,1,1,6
1627,3,1,1,0,1,6
1628,3,2,0,0,1,6
1629,2,1,1,0,2,6
1630,2,0,0,3,1,6
1631,2,1,1,1,1,6
1632,2,1,1,1,1,6
1633,2,1,1,1,1,6
1634,1,1,1,1,2,6
1635,1,1,1,2,1,6
1636,2,2,1,0,1,6
1637,2,1,1,1,1,6
1638,2,1,1,1,1,6
1639,2,1,1,1,1,6
1640,2,1,1,1,1,6
1641,2,1,1,1,1,6
1642,2,1,1,2,0,6
1643,2,1,1,1,1,6
1644,1,1,1,2,1,6
1645,1,2,1,1,1,6
1646,1,1,1,0,3,6
1647,0,2,2,0,2,6
1648,1,2,1,1,1,6
1649,1,2,1,1,1,6
1650,1,1,1,2,1,6
1651,1,1,1,1,2,6
1652,1,2,1,1,1,6
1653,1,1,1,1,2,6
1654,0,2,2,1,1,6
1655,1,2,3,0,0,6
1656,1,1,1,1,2,6
1657,1,1,1,2,1,6
1658,2,2,1,1,0,6
1659,1,1,1,1,2,6
1660,1,2,1,1,1,6
1661,1,1,1,2,1,6
1662,1,2,1,0,2,6
1663,1,1,2,2,0,6
1664,0,2,2,0,2,6
1665,1,1,1,2,1,6
1666,0,2,2,0,2,6
1667,1,2,2,0,1,6
1668,1,1,1,1,2,6
1669,1,1,1,1,2,6
1670,0,1,1,2,2,6
1671,0,2,2,0,2,6
1672,1,2,1,1,1,6
1673,1,1,1,1,2,6
1674,1,1,1,2,1,6
1675,2,2,1,0,1,6
1676,1,3,2,0,0,6
1677,1,1,1,1,2,6
1678,0,2,2,0,2,6
1679,1,2,1,1,1,6
1680,2,1,1,1,1,6
1681,1,1,1,1,2,6
1682,1,1,1,2,1,6
1683,1,1,1,1,2,6
1684,1,1,1,1,2,6
1685,1,1,1,1,2,6
1686,1,2,1,1,1,6
1687,2,1,1,1,1,6
1688,1,2,1,1,1,6
1689,1,5,0,0,0,6
1690,1,1,1,2,1,6
1691,1,1,1,1,2,6
1692,0,2,2,0,2,6
1693,1,2,1,0,2,6
1694,1,1,1,1,2,6
1695,0,3,1,1,1,6
1696,0,2,1,0,3,6
1697,1,1,1,2,1,6
1698,1,1,2,0,2,6
1699,1,1,1,1,2,6
1700,2,2,2,0,0,6
1701,1,2,1,0,2,6
1702,1,1,1,1,2,6
1703,1,1,2,1,1,6
1704,1,1,1,2,1,6
1705,1,2,1,1,1,6
1706,1,2,2,0,1,6
1707,1,2,1,1,1,6
1708,1,2,2,0,1,6
1709,0,2,2,1,1,6
1710,2,1,1,1,1,6
1711,1,1,1,2,1,6
1712,0,3,2,0,1,6
1713,1,1,1,2,1,6
1714,1,1,1,2,1,6
1715,1,2,1,0,2,6
1716,1,1,1,1,2,6
1717,1,2,2,0,1,6
1718,0,3,3,0,0,6
1719,2,1,1,1,1,6
1720,1,2,1,1,1,6
1721,1,1,1,2,1,6
1722,0,4,2,0,0,6
1723,1,2,1,1,1,6
1724,1,1,2,1,1,6
1725,1,1,1,1,2,6
1726,1,1,1,2,1,6
1727,1,2,1,0,2,6
1728,1,2,1,1,1,6
1729,1,1,1,2,1,6
1730,0,2,2,0,2,6
1731,1,1,1,1,2,6
1732,0,2,2,0,2,6
1733,1,1,1,2,1,6
1734,1,1,1,1,2,6
1735,2,1,1,1,1,6
1736,1,1,1,1,2,6
1737,2,1,1,1,1,6
1738,1,1,1,2,1,6
1739,2,1,1,1,1,6
1740,1,2,1,1,1,6
1741,1,2,1,0,2,6
1742,0,2,2,0,2,6
1743,1,3,2,0,0,6
1744,1,2,1,1,1,6
1745,1,3,1,0,1,6
1746,0,3,2,0,1,6
1747,1,3,1,0,1,6
1748,1,1,1,1,2,6
1749,2,1,1,1,1,6
1750,1,2,1,1,1,6
1751,1,1,2,1,1,6
1752,1,1,1,1,2,6
1753,2,2,2,0,0,6
1754,1,1,1,1,2,6
1755,1,1,1,1,2,6
1756,1,1,1,2,1,6
1757,1,1,1,1,2,6
1758,1,1,1,2,1,6
1759,1,1,1,1,2,6
1760,1,2,2,0,1,6
1761,1,1,1,1,2,6
1762,1,2,1,1,1,6
1763,1,2,1,1,1,6
1764,1,1,1,2,1,6
1765,0,1,1,0,4,6
1766,1,1,1,1,2,6
1767,1,1,1,0,3,6
1768,1,1,1,1,2,6
1769,1,1,1,1,2,6
1770,1,2,1,1,1,6
1771,1,1,1,1,2,6
1772,2,1,1,1,1,6
1773,0,2,1,2,1,6
1774,0,2,2,0,2,6
1775,1,1,1,2,1,6
1776,1,1,1,2,1,6
1777,1,1,2,1,1,6
1778,1,2,1,1,1,6
1779,1,2,1,0,2,6
1780,1,1,1,1,2,6
1781,1,1,1,1,2,6
1782,0,2,2,0,2,6
1783,1,1,1,2,1,6
1784,1,3,1,0,1,6
1785,1,1,1,2,1,6
1786,1,1,1,0,3,6
1787,1,2,1,0,2,6
1788,1,1,1,1,2,6
1789,1,2,1,1,1,6
1790,0,1,2,1,2,6
1791,1,2,1,1,1,6
1792,1,1,2,1,1,6
1793,1,2,1,1,1,6
1794,1,1,1,1,2,6
1795,1,2,1,0,2,6
1796,1,1,1,2,1,6
1797,1,1,1,2,1,6
1798,1,1,1,2,1,6
1799,1,2,1,1,1,6
1800,1,1,1,1,2,6
1801,1,2,1,1,1,6
1802,1,1,1,2,1,6
1803,1,2,1,1,1,6
1804,1,1,1,1,2,6
1805,0,2,2,1,1,6
1806,0,2,4,0,0,6
1807,2,1,1,1,1,6
1808,1,1,1,2,1,6
1809,1,1,1,1,2,6
1810,1,1,1,2,1,6
1811,1,2,1,1,1,6
1812,1,1,1,2,1,6
1813,1,1,1,1,2,6
1814,1,1,1,2,1,6
1815,1,1,1,2,1,6
1816,1,1,1,1,2,6
1817,1,1,1,2,1,6
1818,1,3,2,0,0,6
1819,2,2,1,1,0,6
1820,2,2,1,0,1,6
1821,1,2,1,0,2,6
1822,0,1,2,0,3,6
1823,0,1,1,1,3,6
1824,1,0,1,3,1,6
1825,0,1,1,3,1,6
1826,1,0,0,4,1,6
1827,0,0,0,6,0,6
1828,0,0,0,6,0,6
1829,0,0,0,6,0,6
1830,0,5,0,1,0,6
1831,1,1,1,2,1,6
1832,0,0,0,3,3,6
1833,0,0,0,0,6,6
1834,0,0,0,0,6,6
1835,0,1,1,3,1,6
1836,0,2,2,0,2,6
1837,0,3,2,0,1,6
1838,0,2,2,0,2,6
1839,0,2,1,0,3,6
1840,0,2,3,0,1,6
1841,0,5,0,0,1,6
1842,0,6,0,0,0,6
1843,0,6,0,0,0,6
1844,0,2,2,0,2,6
1845,0,2,2,2,0,6
1846,0,2,1,1,2,6
1847,0,2,2,0,2,6
1848,0,5,1,0,0,6
1849,0,2,2,0,2,6
1850,0,1,2,0,3,6
1851,0,2,1,1,2,6
1852,0,3,3,0,0,6
1853,0,3,1,0,2,6
1854,0,5,1,0,0,6
1855,0,2,2,0,2,6
1856,0,3,1,0,2,6
1857,0,4,2,0,0,6
1858,0,2,4,0,0,6
1859,0,4,1,0,1,6
1860,0,4,2,0,0,6
1861,0,6,0,0,0,6
1862,0,3,1,0,2,6
1863,0,1,5,0,0,6
1864,0,2,1,1,2,6
1865,0,1,5,0,0,6
1866,0,0,0,0,6,6
1867,0,0,6,0,0,6
1868,0,0,0,6,0,6
1869,0,0,0,6,0,6
1870,1,1,1,1,1,5
1871,1,1,1,1,1,5
1872,1,1,1,1,1,5
1873,1,1,1,1,1,5
1874,1,1,1,1,1,5
1875,1,1,1,1,1,5
1876,1,1,1,1,1,5
1877,1,1,1,1,1,5
1878,1,1,1,1,1,5
1879,1,1,1,1,1,5
1880,1,1,1,1,1,5
1881,1,2,1,0,1,5
1882,2,1,1,0,1,5
1883,1,1,1,1,1,5
1884,1,1,1,1,1,5
1885,1,1,1,1,1,5
1886,2,0,0,1,2,5
1887,5,0,0,0,0,5
1888,2,1,1,1,0,5
1889,1,1,1,1,1,5
1890,1,1,1,0,2,5
1891,1,1,1,1,1,5
1892,2,1,2,0,0,5
1893,3,0,0,1,1,5
1894,1,1,1,1,1,5
1895,2,1,1,1,0,5
1896,2,1,1,0,1,5
1897,1,1,1,1,1,5
1898,1,1,1,1,1,5
1899,1,1,1,1,1,5
1900,1,1,1,1,1,5
1901,1,1,1,1,1,5
1902,2,1,1,1,0,5
1903,1,1,1,1,1,5
1904,1,1,1,1,1,5
